NOMBRE,LAT,LON,ALTI,FECHA,RR,TM
ST MARTIN DE LONDRES,43.7795,3.7293,214,28/03/2026,0.0,10.05
ST MARTIN DE LONDRES,43.7795,3.7293,214,29/03/2026,0.2,9.55
ST MARTIN DE LONDRES,43.7795,3.7293,214,30/03/2026,0.6,10.0
ST MARTIN DE LONDRES,43.7795,3.7293,214,31/03/2026,0.0,10.25
ST MARTIN DE LONDRES,43.7795,3.7293,214,01/04/2026,0.2,10.8
ST MAURICE-NAVACELLE,43.8413,3.5223,584,18/03/2026,0.4,5.45
ST MAURICE-NAVACELLE,43.8413,3.5223,584,19/03/2026,0.0,7.4
ST MAURICE-NAVACELLE,43.8413,3.5223,584,20/03/2026,0.0,8.2
ST MAURICE-NAVACELLE,43.8413,3.5223,584,21/03/2026,0.0,8.3
ST MAURICE-NAVACELLE,43.8413,3.5223,584,22/03/2026,1.9,7.55
ST MAURICE-NAVACELLE,43.8413,3.5223,584,23/03/2026,0.0,9.5
ST MAURICE-NAVACELLE,43.8413,3.5223,584,24/03/2026,0.0,10.1
ST MAURICE-NAVACELLE,43.8413,3.5223,584,25/03/2026,0.0,7.35
ST MAURICE-NAVACELLE,43.8413,3.5223,584,26/03/2026,0.0,7.15
ST MAURICE-NAVACELLE,43.8413,3.5223,584,27/03/2026,0.0,8.35
ST MAURICE-NAVACELLE,43.8413,3.5223,584,28/03/2026,0.0,8.05
ST MAURICE-NAVACELLE,43.8413,3.5223,584,29/03/2026,0.0,7.75
ST MAURICE-NAVACELLE,43.8413,3.5223,584,30/03/2026,1.0,8.0
ST MAURICE-NAVACELLE,43.8413,3.5223,584,31/03/2026,0.2,8.5
ST MAURICE-NAVACELLE,43.8413,3.5223,584,01/04/2026,0.4,8.9
VAILHAN,43.5468,3.2993,122,18/03/2026,0.5,12.35
VAILHAN,43.5468,3.2993,122,19/03/2026,0.0,11.55
VAILHAN,43.5468,3.2993,122,20/03/2026,0.0,11.05
VAILHAN,43.5468,3.2993,122,21/03/2026,0.0,10.55
VAILHAN,43.5468,3.2993,122,22/03/2026,1.6,10.1
VAILHAN,43.5468,3.2993,122,23/03/2026,0.0,11.95
VAILHAN,43.5468,3.2993,122,24/03/2026,0.0,13.25
VAILHAN,43.5468,3.2993,122,25/03/2026,0.0,10.35
VAILHAN,43.5468,3.2993,122,26/03/2026,0.0,10.05
VAILHAN,43.5468,3.2993,122,27/03/2026,0.0,11.4
VAILHAN,43.5468,3.2993,122,28/03/2026,0.0,11.1
VAILHAN,43.5468,3.2993,122,29/03/2026,0.2,10.85
VAILHAN,43.5468,3.2993,122,30/03/2026,0.4,11.3
VAILHAN,43.5468,3.2993,122,31/03/2026,0.0,11.55
VAILHAN,43.5468,3.2993,122,01/04/2026,0.2,12.1
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,18/03/2026,0.0,10.65
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,19/03/2026,0.0,11.85
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,20/03/2026,0.0,10.75
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,21/03/2026,0.0,10.6
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,22/03/2026,0.7,10.1
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,23/03/2026,0.1,11.4
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,24/03/2026,0.0,13.35
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,25/03/2026,0.0,10.55
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,26/03/2026,0.0,10.0
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,27/03/2026,0.0,10.7
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,28/03/2026,0.0,10.75
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,29/03/2026,0.2,10.35
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,30/03/2026,0.4,10.6
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,31/03/2026,0.0,11.1
VILLENEUVE-LES-MAG-INRAE,43.5381,3.8538,20,01/04/2026,0.0,11.55
