FECHA,NOM_POSTE,LAT,LON,ALT,RR,TM
2026-03-30,VAILHAN,43.546833,3.299333,122,0.0,10.3
2026-03-31,VAILHAN,43.546833,3.299333,122,0.0,11.3
2026-04-01,VAILHAN,43.546833,3.299333,122,0.0,10.55
2026-04-02,VAILHAN,43.546833,3.299333,122,0.0,10.8
2026-04-03,VAILHAN,43.546833,3.299333,122,0.0,13.25
2026-04-04,VAILHAN,43.546833,3.299333,122,0.0,13.6
2026-04-05,VAILHAN,43.546833,3.299333,122,0.0,12.75
2026-04-06,VAILHAN,43.546833,3.299333,122,0.0,13.4
2026-04-07,VAILHAN,43.546833,3.299333,122,0.0,13.95
2026-04-08,VAILHAN,43.546833,3.299333,122,0.0,14.25
2026-04-09,VAILHAN,43.546833,3.299333,122,0.6,13.5
2026-04-10,VAILHAN,43.546833,3.299333,122,,
2026-03-27,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,10.0
2026-03-28,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,11.4
2026-03-29,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,11.75
2026-03-30,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,12.25
2026-03-31,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,12.3
2026-04-01,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,11.55
2026-04-02,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,11.6
2026-04-03,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,13.1
2026-04-04,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,13.3
2026-04-05,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,12.85
2026-04-06,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,12.85
2026-04-07,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,13.25
2026-04-08,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,13.4
2026-04-09,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,0.0,13.4
2026-04-10,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,,
